,latitude,longitude,name
29970,27.6667,-8.1333,Tindouf
29997,24.2167,23.3,Kufra
30009,23.9667,32.7833,Asswan
30014,24.15,38.0667,Yenbo
30038,25.0667,61.8,Jiwani
30049,23.0667,72.6333,Ahmadabad
30053,23.2833,77.35,Bhopal / Bairagarh
30056,23.2,79.95,Jabalpur
30061,23.3167,85.3167,M. O. Ranchi
30084,22.8167,108.35,Nanning
30089,23.1667,113.3333,Guangzhou
30093,23.4,116.6833,Shantou
30227,24.8167,-107.4,"Culiacan, Sin."
30254,24.55,-81.1,Key West Airport
30257,25.05,-77.4667,Nassau Airport
30311,27.8167,-17.8833,Hierro / Aeropuerto
30350,27.0167,14.45,Sebha
30374,24.55,39.7,Madinah
30405,23.25,69.6667,Bhuj-Rudramata
30426,23.8833,91.25,Agartala
30427,24.3167,92.0,Kailashahar
30429,24.7667,93.9,Imphal Tulihal
30453,24.4833,118.0833,Xiamen
30590,25.5333,-103.45,"Torreon, Coah."
30701,26.5,8.4167,Illizi
30730,26.2,36.4667,Wejh
30736,26.3,43.7667,Gassim
30762,25.3833,68.4167,Hyderabad Airport
30770,25.15,75.85,Kota Aerodrome
30775,24.5667,80.8333,Satna
30776,25.45,81.7333,Allahabad / Bamhrauli
30779,24.75,84.95,Gaya
30782,25.0333,88.1333,Malda
30786,24.9,91.8833,Sylhet
30791,25.3667,97.4,Myitkyina
30797,25.0167,102.6833,Kunming
30804,25.3333,110.3,Guilin
30809,25.85,114.95,Ganzhou
30973,26.0726,-80.1527,Fort Lauderdale
30987,32.3667,-64.6833,Bermuda
31037,27.9333,-15.3833,Gran Canaria - Canary Islands
31049,27.8833,-0.2833,Adrar
31094,27.4333,41.6833,Hail
31103,26.2667,50.15,Dhahran
31121,26.25,68.3667,Nawabshah
31126,26.3,73.0167,Jodhpur
31131,26.2333,78.25,Gwalior
31136,25.45,82.8667,Varanasi / Babatpur
31141,26.6333,88.3167,Siliguri
31159,26.5833,106.7167,Guiyang
31172,26.0833,119.2833,Fuzhou
31179,26.3333,126.8,Kumejima
31379,36.9667,-25.1667,Santa Maria Acores
31422,28.05,9.6333,In Amenas
31459,28.3167,46.1167,Al Qaysumah
31463,26.2667,50.65,Bahrain International Airport
31469,27.2167,56.3667,Bandarabbass
31472,27.2,60.7,Iranshahr
31476,26.9667,64.1,Panjgur
31488,26.8167,75.8,Jaipur / Sanganer
31495,26.75,83.3667,Gorakhpur
31506,27.2333,94.1167,North Lakhimpur
31541,27.4333,128.7,Okinoerabu
31670,28.7,-100.5167,"Piedras Negras, Coah."
31685,29.7167,-85.0167,Apalachicola Municipal Airport
31690,28.1,-80.65,Melbourne International
31757,28.45,-13.8667,Fuerteventura / Aeropuerto
31807,28.3667,36.6,Tabuk
31848,28.5667,77.1167,New Delhi / Palam
31850,28.3667,79.4,Bareilly
31856,27.7,85.3667,Kathmandu Airport
31866,28.1,95.3833,Pasighat
31887,28.6,115.9167,Nanchang
32017,29.0667,-110.95,"Hermosillo, Son."
32028,29.3667,-100.9167,Del Rio International  Airport
32035,29.2667,-94.8667,Scholes Field
32105,28.6167,-17.75,La Palma / Aeropuerto
32116,28.95,-13.6,Lanzarote / Aeropuerto
32129,29.25,0.2833,Timimoun
32133,30.5667,2.8667,El Golea
32169,29.7833,40.1,Al-Jouf
32172,29.6167,43.4833,Rafha
32178,29.2167,47.9833,Kuwait International Airport
32182,29.5333,52.5833,Shiraz
32190,29.4667,60.8833,Zahedan
32199,28.3,68.4667,Jacobabad
32205,29.1667,75.7333,Hissar
32221,29.6667,91.1333,Lhasa
32236,29.5167,106.4833,Chongqing
32402,30.3533,-87.318,Pensacola / Pleasant Grove
32482,30.9333,-6.9,Ouarzazate
32498,30.1333,9.5,Ghadames
32516,31.3333,27.2167,Mersa Matruh
32525,30.1667,35.7833,Ma'An
32531,30.9,41.1333,Arar
32546,30.25,56.9667,Kerman
32555,30.25,66.8833,Quetta Airport
32560,30.2,71.4333,Multan
32602,30.6167,114.1333,Wuhan
32609,30.2333,120.1667,Hangzhou
32618,30.3833,130.6667,Yakushima
32748,30.5167,-99.7667,Kimble County Airport
32836,31.5167,-9.7833,Essaouira
32840,31.6167,-8.0333,Marrakech
32845,31.6167,-2.2333,Bechar
32853,31.9167,5.4,Ouargla
32854,31.6667,6.15,Hassi-Messaoud
32878,31.2,29.95,Alexandria / Nouzha
32897,31.3333,48.6667,Ahwaz
32902,31.9,54.4,Yazd
32917,31.35,69.4667,Zhob
32919,31.8167,70.9167,Dera Ismail Khan
32967,32.0,118.8,Nanjing
32969,31.1667,121.4333,Shanghai / Hongqiao
33096,32.1333,-110.95,Tucson International Airport
33102,31.8333,-104.8167,Guadalupe Pass
33109,32.2167,-98.1833,"Stephenville, Clark Field Municipal Airport"
33117,32.3167,-90.0667,Jackson Airport
33126,32.1167,-81.0333,Savannah Airport
33192,33.0667,-16.35,Porto Santo
33210,32.3833,3.8167,Ghardaia
33226,32.1,20.2667,Benina
33242,32.0,34.9,Ben-Gurion International Airport
33244,32.2,37.1333,H-5'Safawi
33246,31.6833,38.7333,Turaif
33258,32.3333,50.85,Shahre-Kord
33259,32.4667,51.7167,Esfahan
33265,32.8667,59.2,Birjand
33281,31.55,74.3333,Lahore City
33282,31.6333,74.8667,Amritsar
33324,31.8667,117.2333,Hefei
33450,32.8167,-115.65,"El Centro, Naval Air Facility"
33458,32.6333,-108.15,Silver City / Grant
33469,32.9,-97.0333,Dallas/Ft. Worth International  Airport
33486,32.9,-80.0333,Charleston Airport
33558,33.3667,-7.5833,Nouasseur
33571,33.1167,6.1333,Touggourt
33603,33.4167,36.5167,Damascus Int. Airport
33806,34.1167,-119.1167,"Nawcwpns Point Mugu, Ca"
33827,33.9833,-98.4928,Wichita Falls Sheppard Afb
33837,34.2667,-88.1,Tupelo Regional Airport
33916,33.5667,-7.6667,Casablanca
33918,34.05,-6.7667,Rabat-Sale
33923,34.7833,-1.9333,Oujda
33927,33.7667,2.9333,Laghouat
33930,34.8,5.7333,Biskra
33931,33.5,6.1167,El Oued
33934,34.4167,8.8167,Gafsa
33935,33.8833,10.1,Gabes
33959,34.8833,33.6333,Larnaca Airport
33972,34.2667,47.1167,Kermanshah
33974,34.1,49.4,Arak
33976,33.9833,51.45,Kashan
34038,34.7167,113.65,Zhengzhou
34164,34.9,-120.4667,Santa Maria Public Airport
34165,34.75,-118.7167,Sandberg
34173,35.0333,-110.7167,Winslow Municipal Airport
34194,35.0333,-89.9833,Memphis International Airport
34199,35.0333,-85.2,Lovell Field
34278,35.7333,-5.9,Tanger Aerodrome
34279,35.5833,-5.3333,Tetuan / Sania Ramel
34287,34.6833,3.25,Djelfa
34292,35.4833,8.1333,Tebessa
34298,35.85,14.4833,Luqa
34307,35.4833,24.1167,Souda Airport
34319,35.5333,35.7667,Lattakia
34331,35.3333,47.0,Sanandaj
34337,35.55,53.3833,Semnan
34363,37.1333,79.9333,Hotan
34405,36.0667,120.3333,Qingdao
34523,36.3333,-119.95,Lemoore Naval Air Station
34526,35.6833,-117.7,Naws China Lake
34527,36.1167,-115.2667,McCarran International Airport
34539,36.45,-103.15,Clayton Municipal Airpark
34540,36.0226,-102.5473,Dalhart / Rehm
34550,36.2615,-93.1547,Harrison / Francis
34558,35.9513,-85.085,Crossville / Howard Springs
34563,36.1,-79.95,Piedmont Triad International  Airport
34564,35.9,-78.7667,Raleigh-Durham International  Airport
34635,37.0167,-7.9667,Faro / Aeroporto
34639,36.6667,-4.4833,Malaga / Aeropuerto
34640,35.2833,-2.95,Melilla
34644,36.2167,1.3333,Chlef
34649,35.55,6.1833,Batna
34652,36.4833,8.8,Jendouba
34653,35.6667,10.1,Kairouan
34674,36.7,30.7333,Antalya
34680,36.1833,37.2,Aleppo International Airport
34691,36.6833,48.4833,Zanjan
34693,36.25,50.0,Ghazvin
34694,35.6833,51.35,Tehran-Mehrabad
34702,36.2667,59.6333,Mashhad
34745,36.6167,101.7667,Xining
34752,36.6,109.5,Yan An
34856,40.8,-124.1667,Eureka
34883,36.7833,-119.7167,Fresno Air Terminal
34884,37.3667,-118.3667,Bishop Airport
34896,37.4333,-105.8667,San Luis Valley Regional
34902,36.4333,-99.5167,"Woodward, West Woodward Airport"
34909,37.2333,-93.05,Springfield-Branson National
34922,37.3167,-79.9667,Roanoke Regional Airport
34931,39.4667,-74.0833,Atlantic City International
34996,36.75,-6.0667,Jerez De La Fronteraaeropuerto
34998,37.1833,-3.7833,Granada / Aeropuerto
34999,36.85,-2.3833,Almeria / Aeropuerto
35001,37.7833,-0.8,Murcia / San Javier
35009,36.9333,6.95,Skikda
35010,36.8333,7.8167,Annaba
35012,36.8333,10.2333,Tunis-Carthage
35038,36.5833,36.1667,Iskenderun
35039,37.0833,37.3667,Gaziantep
35041,37.1333,38.7667,Urfa
35043,37.05,41.2167,Kamishli
35047,37.5333,45.0833,Orumieh
35059,37.4667,57.3333,Bojnourd
35069,37.2333,67.2667,Termez
35118,36.6833,116.9833,Jinan
35240,37.9,-121.2333,Stockton Metropolitan Airport
35269,38.1274,-91.7695,Rolla / Vichy
35280,37.8,-81.1167,Raleigh County Mem Airport
35334,38.7667,-27.1,Lajes Acores
35355,37.4167,-5.9,Sevilla / San Pablo
35356,37.85,-4.85,Cordoba / Aeropuerto
35359,37.95,-1.2333,Murcia / Alcantarilla
35361,38.2833,-0.55,Alicante / El Altet
35362,38.8667,1.3833,Ibiza / Es Codola
35373,37.9167,12.5,Trapani / Birgi
35376,38.2,15.55,Messina
35392,37.75,30.55,Isparta
35393,37.9667,32.55,Konya
35401,37.8833,40.1833,Diyarbakir
35404,38.45,43.3167,Van
35407,38.0833,46.2833,Tabriz
35419,37.9667,58.3333,Ashgabat Keshi
35466,38.4833,106.2167,Yinchuan
35473,37.7833,112.55,Taiyuan
35605,39.3,-114.85,Ely Airport (Yelland Field)
35625,39.0667,-95.1333,Topeka Billard Municipal Airport
35635,39.05,-84.6667,Cincinnati/Northern Ky International
35640,38.8833,-79.85,Jennings Randolph Field
35668,46.66,-53.08,Cape Race
35718,38.95,-1.85,Albacete / Los Llanos
35719,39.5,-0.4667,Valencia / Aeropuerto
35723,39.55,2.7333,Palma De Mallorca / Son San Juan
35724,39.8667,4.2333,Menorca / Mahon
35729,39.25,9.0667,Cagliari / Elmas
35732,38.7,13.1833,Ustica
35739,39.6167,19.9167,Kerkyra Airport
35749,38.6667,29.4167,Usak
35751,38.75,30.5333,Afyon
35757,39.75,37.0167,Sivas
35759,38.6,39.2833,Elazig
35784,39.0833,63.6,Chardzhev
35785,38.8,65.7167,Karshi
35795,39.4667,75.9833,Kashi
35818,39.7667,98.4833,Jiuquan
35841,38.9,121.6333,Dalian
35845,39.0333,125.7833,Pyongyang
35904,51.8667,-176.6333,Adak Island Airport
35956,40.15,-122.25,Red Bluff Municipal Airport
35960,40.0664,-118.5652,Lovelock / Granite Point
35969,40.3,-109.9833,Roosevelt
35985,39.7667,-94.0833,Rosecrans Memorial Airport
35997,40.0,-82.05,Port Columbus International  Airport
36006,40.7833,-73.05,LaGuardia Airport
36089,39.9333,9.7167,Capo Bellavista
36091,40.9167,12.95,Ponza
36094,40.0167,15.2833,Capo Palinuro
36096,40.4333,16.8833,Marina Di Ginosa
36102,40.5167,22.9667,Thessaloniki Airport
36105,40.1333,26.4,Canakkale
36108,40.1833,29.0667,Bursa
36118,39.7333,39.5,Erzincan
36120,39.9167,41.2667,Erzurum
36144,40.1333,65.35,Navoi
36146,39.5667,66.95,Samarkand
36147,40.1167,67.8333,Dzizak
36189,40.8167,111.6833,Hohhot
36195,39.9333,116.2833,Beijing
36208,40.6667,129.2,Kimchaek
36319,40.9,-117.8,Winnemucca Municipal Airport
36335,41.1,-102.9833,Sidney Municipal Airport
36337,41.1167,-100.6667,North Platte Regional Airport
36341,40.8333,-96.7647,Lincoln Municipal Airport
36347,40.7832,-91.1255,Burlington / Congers Mobile Home Park
36353,41.0,-85.0333,Fort Wayne International
36365,41.1667,-73.1333,Sikorsky Memorial Airport
36432,40.95,-5.5,Salamanca / Matacan
36439,41.15,1.1667,Reus / Aeropuerto
36440,41.2833,2.0667,Barcelona / Aeropuerto
36452,41.05,14.0667,Grazzanise
36456,40.65,17.95,Brindisi
36472,41.3667,33.7667,Kastamonu
36481,40.6,43.0833,Kars
36510,40.9833,71.5833,Namangan
36530,42.8167,93.5167,Hami
36584,42.9833,144.4,Kushiro
36674,42.3833,-122.8833,Rogue Valley International  Airport
36689,41.8056,-107.1999,Rawlins / Sinclair
36709,41.9833,-87.9167,Chicago Oâ€™hare Airport
36717,42.0833,-80.1833,Erie International Airport
36722,42.2,-75.15,Binghamton Regional Airport
36724,41.9333,-72.6833,Bradley International Airport
36725,42.2673,-71.8757,Worcester / West Tatnuck
36788,42.2167,-8.6333,Vigo / Peinador
36792,41.7167,-4.85,Valladolid / Villanubla
36793,42.3667,-3.6333,Burgos / Villafria
36796,41.6667,-1.0167,Zaragoza / Aeropuerto
36800,41.9,2.7667,Gerona / Costa Brava
36805,41.9167,8.8,Ajaccio
36812,42.0,15.0,Termoli
36828,41.45,31.8,Zonguldak
36857,41.75,59.8167,Dashkhovuz
36861,41.7333,64.6167,Tamdy
36921,41.7333,123.5167,Shenyang / Fengt'ien / Mukden / Luoguantun
37037,43.6,-118.95,Burns Municipal Airport
37043,42.9167,-112.6,Pocatello Regional Airport
37047,42.8167,-108.7333,Lander Hunt Field
37049,42.9,-106.4667,Natrona County International  Airport
37055,42.8667,-100.55,"Miller Field - Valentine, Ne"
37056,43.3833,-99.8333,"Winner, Bob Wiley Field Airport"
37067,43.1333,-89.0167,Madison Dane County Rgnl
37068,42.955,-87.9044,Gen Mitchell International Airport
37069,43.1667,-86.2333,Muskegon County Airport
37073,42.9667,-83.0833,Flint Bishop International  Airport
37080,43.1167,-76.1,Syracuse Hancock International  Airport
37092,43.99,-64.66,Western Head
37146,42.9,-8.4333,Santiago / Labacolla
37151,42.5833,-5.65,Leon / Virgen Del Camino
37152,43.4333,-3.8167,Santander / Parayas
37153,42.8833,-2.7167,Vitoria
37156,43.1833,0.0,Tarbes Ossun Lourdes
37157,43.0,1.1,St-Girons
37167,42.75,11.0667,Grosseto
37179,42.65,23.3833,Sofia Observ.
37184,43.2,27.9167,Varna
37195,43.4333,39.9,Adler
37233,43.2333,76.9333,Almaty
37237,43.95,81.3333,Yining
37282,43.9,125.2167,Changchun
37288,43.1167,131.9333,Vladivostok
37399,43.5667,-116.2333,Boise Air Terminal
37412,44.05,-103.05,Rapid City Regional Airport
37459,46.7667,-56.1667,Saint-Pierre
37508,43.55,-6.0333,Asturias / Aviles
37512,43.3,-2.9333,Bilbao / Sondica
37522,43.65,7.2,Nice
37528,44.0333,12.6167,Rimini
37580,44.85,65.5,Kzyl-Orda
37661,44.0167,145.8667,Juzhno-Kuril'Sk
37751,44.9,-123.0,Salem McNary Field
37761,45.2554,-112.5525,Dillon / Bishop Place
37767,44.7667,-106.9667,Sheridan County Airport
37775,45.45,-98.4167,Aberdeen Regional Airport
37790,45.0833,-83.5667,Alpena County Regional Airport
37802,44.9333,-72.2,Newport
37805,44.8074,-68.8281,Bangor / Martells Mobile Home Court
37809,44.98,-64.92,Greenwood Airport
37873,44.8333,-0.7,Bordeaux / Merignac
37882,45.0333,7.7333,Torino / Bric Della Croce
37885,45.3833,10.8667,Verona / Villafranca
37916,45.1167,42.0833,Stavropol
37969,46.4,96.25,Altai
38104,46.15,-123.8833,Port Of Astoria Airport
38116,46.3667,-117.0167,Lewiston Nez Perce Co Airport
38120,45.9548,-112.4975,Butte / Valley Vista Mobile Home Community
38127,46.4333,-105.8833,Miles City
38146,45.75,-87.0333,Escanaba
38234,45.8667,1.1833,Limoges
38236,45.7833,3.1667,Clermont-Ferrand
38242,46.0,8.9667,Lugano
38245,45.6833,12.1,Treviso / Istrana
38246,45.9833,13.0333,Udine / Rivolto
38251,46.1,18.2333,Pecs / Pogany
38253,46.25,20.1,Szeged
38264,46.4333,30.7667,Odesa
38270,45.4,36.4167,Kerch
38277,46.3667,44.3333,Elista
38356,47.3833,123.9167,Qiqihar
38464,47.9333,-124.5667,Quillayute State Airport
38469,46.9667,-122.9,Olympia Airport
38477,46.9167,-114.1,Missoula International Airport
38489,46.7973,-102.8019,Dickinson / Eland
38495,46.9333,-96.8167,Hector International Airport
38503,47.1667,-88.4833,Hancock Houghton Cty. Memo
38505,46.5333,-87.55,Marquette
38508,46.4833,-84.35,Sault Ste. Marie Muni
38524,46.8667,-68.0167,Caribou Municipal Airport
38592,46.5833,0.3167,Poitiers
38593,47.45,0.7167,Tours
38654,46.7833,61.65,Aralskoe More
38735,46.95,142.7167,Yuzhno-Sakhalinsk
38837,48.3,-114.2667,Glacier Park International  Airport
38844,48.2167,-106.6167,Glasgow International Airport
38873,48.06,-77.79,Val-D'Or
38875,47.92,-74.62,Parent
38887,48.01,-64.49,Miscou Island
38899,47.62,-52.75,St. John's International Airport
38949,48.0667,-1.7333,Rennes
38955,48.3333,4.0167,Troyes
38972,48.0833,20.7667,Miskolc
39019,47.8,67.7167,Zhezkazgan
39204,49.17,-105.98,Rockglen
39211,49.19,-98.9,Pilot Mound
39219,49.03,-90.47,Upsala
39227,49.41,-82.47,Kapuskasing Airport
39254,48.97,-56.07,Badger
39310,49.1833,-0.45,Caen
39317,49.2167,7.1167,Saarbruecken / Ensheim
39322,49.05,12.1,Regensburg
39327,49.15,16.7,Brno / Turany
39328,48.6167,17.8333,Piestany
39354,48.7833,44.3667,Volgograd
39445,48.5167,135.1667,Habarovsk
39450,48.9667,140.3,Sovetskaja Gavan
39561,50.27,-107.73,Swift Current CDA
39577,50.11,-91.91,Sioux Lookout Airport
39589,51.27,-80.65,Moosonee Ua
39597,49.84,-71.17,Chute-Des-Passes
39609,50.16,-60.06,Cape Whittle
39671,50.1333,1.8333,Abbeville
39683,50.1,14.25,Praha / Ruzyne
39689,50.0833,19.8,Krakow
39693,49.8167,23.95,L'Viv
39705,49.9667,36.1333,Kharkiv
39726,50.2833,57.15,Aktjubinsk
39742,49.8,73.15,Karaganda
39748,50.4167,80.3,Semipalatinsk
39805,49.45,136.5667,Troickoe
39901,50.68,-127.37,Port Hardy Airport
39911,51.3,-116.98,Golden Airport
39929,50.71,-99.53,Mccreary
39961,50.22,-66.25,Sept-Iles UA
39994,60.05,-43.1667,Prins Christian Sund
40019,51.85,-8.4833,Cork Airport
40039,50.9833,10.9667,Erfurt / Bindersleben
40045,51.1,16.8833,Wroclaw Copernicus Airport
40063,50.85,34.6667,Sumy
40074,51.5667,46.0333,Saratov
40079,51.25,51.2833,Uralsk
40242,57.75,-152.4833,Kodiak Airport
40258,52.26,-128.72,McInnes Island
40283,51.77,-104.2,Wynyard
40382,52.1333,-4.5667,Aberporth
40388,52.1167,0.9667,Wattisham
40408,52.1667,20.9667,Warszawa-Okecie
40418,52.4,30.95,Gomel'
40491,52.2667,104.3167,Irkutsk
40496,52.1667,109.7833,Horinsk
40500,52.0833,113.4833,Chita
40623,53.0333,-122.5167,Quesnel Airport
40633,53.05,-112.82,Camrose
40644,52.82,-102.32,Hudson Bay
40685,53.32,-60.42,Goose Airport
40751,52.9167,4.7833,De Kooy
40757,52.9667,11.1333,Luechow
40769,53.1,23.1667,Bialystok
40791,53.1167,45.0167,Penza
40830,53.4333,83.5167,Barnaul
40879,53.0667,132.9833,Ekimchan
40886,53.15,140.7,Nikolaevsk-Na-Amure
41047,53.68,-57.04,Cartwright Airport
41096,53.9,-8.8167,Connaught Airport
41099,53.4333,-6.25,Dublin Airport
41112,53.7167,7.15,Norderney
41124,54.1667,19.4333,Elblag
41132,53.9333,27.6333,Minsk
41150,54.1333,45.2333,Saransk
41301,55.2167,-162.7333,Cold Bay Airport
41321,57.05,-135.3667,Sitka Airport
41403,55.45,-60.22,Hopedale
41458,54.65,-6.2167,Belfast / Aldergrove Airport
41478,55.0667,14.75,Roenne
41494,55.1667,30.2167,Vitebsk
41550,55.2333,86.1167,Kemerovo
41562,54.8833,99.0333,Nizhneudinsk
41626,56.2167,162.7167,Ust'Kamchatsk
41646,57.1667,-170.2167,St Paul Island Airport
41681,59.5,-139.6667,Yakutat Airport
41691,56.4833,-132.3667,Wrangell
41816,56.5,-6.8833,Tiree
41843,55.9667,21.1,Palanga
41853,56.35,30.6167,Velikie Luki
41924,56.2833,101.75,Bratsk
42049,56.8167,-132.9667,Petersburg
42080,56.86,-101.08,Lynn Lake
42112,58.09,-68.42,Kuujjuaq Airport
42192,57.1,9.85,Aalborg
42217,56.9,35.8833,Tver
42223,56.95,40.9667,Ivanovo
42291,57.7667,108.0667,Kirensk
42306,56.8333,124.8667,Cul'Man
42336,57.0667,156.8333,Ust-Hajrjuzovo
42407,58.35,-134.5667,Juneau International Airport
42555,57.7667,14.0833,Jonkoping Airport
42556,58.4,15.5167,Linkoping Malmen Airport
42559,57.6667,18.35,Visby Airport
42623,58.3167,82.95,Kolpasevo
42632,58.45,92.15,Enisejsk
42653,58.3167,112.8667,Mama
42746,59.75,-154.9167,Iliamna Airport
42751,60.1167,-149.45,Seward
42792,59.57,-108.48,Uranium City
42896,58.95,-2.9,Kirkwall Airport
42939,59.3167,39.9167,Vologda
42996,58.3833,97.45,Bogucany
43050,59.55,150.7833,Magadan
43107,59.6333,-151.5,Homer / Municipal
43121,60.77,-137.58,Haines Junction
43124,59.4667,-135.3167,Skagway Airport
43156,61.13,-100.88,Ennadai Lake
43288,59.9667,30.3,St. Peterburg
43301,59.8833,42.75,Tot'Ma
43360,60.3333,102.2667,Vanavara
43373,60.7167,114.8833,Lensk
43378,60.4,120.4167,Olekminsk
43456,60.7833,-161.8333,Bethel Airport
43466,60.5833,-151.2333,Kenai Municipal Airport
43468,61.1667,-150.0333,Anchorage Ted Stevens Airport
43473,60.5,-145.4833,Merle K. Smith Airport
43494,61.24,-123.74,Yohin
43502,60.84,-115.78,Hay River Airport
43665,61.2333,46.7167,Kotlas
43671,61.6833,53.6833,Ust'- Kulom
43685,61.0167,69.0333,Hanty-Mansijsk
43824,62.1,-152.75,Puntilla
43831,62.15,-145.45,Gulkana Airport
43919,63.34,-64.15,Brevoort Island
43964,64.3,-15.2167,Akurnes
44028,61.7167,50.8333,Syktyvkar
44106,62.0167,129.7167,Jakutsk
44118,62.9667,141.9333,Northway Airport
44181,62.95,-155.6,McGrath Airport
44216,63.13,-117.24,Whati
44279,64.1667,-51.75,Godthaab / Nuuk
44453,63.2833,118.3333,Njurba
44487,62.9167,152.4167,Sejmchan
44528,64.5167,-165.4333,Nome Airport
44538,64.7333,-156.9333,Galena Airport
44542,63.8667,-152.3,Minchumina Airport
44548,64.0,-145.7167,Allen Army Airfield
44596,64.3,-96.08,Baker Lake Airport
44608,64.19,-83.36,Coral Harbour Airport
44672,63.9667,-22.6,Keflavikurflugvollur
44673,64.1333,-21.9,Reykjavik
44735,64.5,40.7333,Arhangel'Sk
44770,64.9167,77.8167,Tarko-Sale
44863,64.6833,170.4167,Markovo
44871,64.7833,177.5667,Anadyr
44901,65.1667,-152.1,Tanana Calhoun Memorial Airport
44905,64.55,-149.0667,Nenana Municipal Airport
44906,64.8,-147.8667,Fairbanks Airport
44987,66.14,-65.71,Pangnirtung
44995,66.65,-61.38,Cape Dyer
45016,65.6,-37.6333,Tasiilaq
45025,65.0833,-22.7333,Stykkisholmur
45099,64.9,45.7667,Lesukonskoe
45110,65.1167,57.1,Pechora
45140,65.7833,87.9333,Turuhansk
45204,65.7333,150.9,Zyrjanka
45284,66.24,-128.64,Fort Good Hope CS
45442,65.9667,29.1833,Kuusamo
45479,66.5333,66.6667,Salehard
45534,66.7667,123.4,Zhigansk
45608,66.8833,-162.6,Wien Memorial Airport
45620,66.9,-151.5167,Bettles Airport
45656,67.82,-115.14,Kugluktuk Airport
45671,68.32,-100.09,Hat Island
45694,69.08,-79.03,Rowley Island
45695,68.9,-75.14,Longstaff Bluff
45700,68.65,-71.17,Dewar Lakes
45708,67.54,-63.79,Broughton Island
45835,67.4833,64.0167,Vorkuta
45997,68.3,-133.4833,"Inuvik, N. W. T."
46037,68.82,-93.43,Shepherd Bay Airport
46241,68.5,112.4333,Olenek
46292,68.75,161.2833,Cherskij
46352,68.95,-137.22,Shingle Point Airport
46408,68.7833,-81.25,"Hall Beach, N. W. T."
46522,68.9667,33.05,Murmansk
46688,70.6333,-160.0333,Wainwright Airport
46705,70.1333,-143.5667,Barter Island Airport
46710,69.57,-138.91,Herschel Island
46723,70.17,-124.72,Cape Parry Airport
46993,70.6167,147.8833,Chokurdah
47050,71.2833,-156.7667,Post Rogers Memorial Airport
47188,70.4833,-21.95,Scoresbysund
47308,71.9833,102.4667,Hatanga
47643,73.5,80.4,Ostrov Dikson
47931,74.5167,19.0167,Bjornoya
48216,76.5333,-68.75,Thule A. B.
48634,76.7667,-18.6667,Danmarkshavn
48904,74.72,-94.97,Resolute Bay Airport
49608,78.79,-103.55,Isachsen
49995,79.99,-85.81,Eureka Airport
